"Stock","Year","Length","CatchNo"
"BRF_GSA22",2014,60,0
"BRF_GSA22",2014,65,0
"BRF_GSA22",2014,70,0.22
"BRF_GSA22",2014,75,1.13
"BRF_GSA22",2014,80,2.66
"BRF_GSA22",2014,85,2.26
"BRF_GSA22",2014,90,3.81
"BRF_GSA22",2014,95,3.01
"BRF_GSA22",2014,100,7.71
"BRF_GSA22",2014,105,5.78
"BRF_GSA22",2014,110,6.96
"BRF_GSA22",2014,115,7.1
"BRF_GSA22",2014,120,6.25
"BRF_GSA22",2014,125,10.26
"BRF_GSA22",2014,130,8.51
"BRF_GSA22",2014,135,3.28
"BRF_GSA22",2014,140,7.31
"BRF_GSA22",2014,145,3.01
"BRF_GSA22",2014,150,5.05
"BRF_GSA22",2014,155,3.8
"BRF_GSA22",2014,160,4.6
"BRF_GSA22",2014,165,5.05
"BRF_GSA22",2014,170,5.04
"BRF_GSA22",2014,175,5.74
"BRF_GSA22",2014,180,7.47
"BRF_GSA22",2014,185,3.47
"BRF_GSA22",2014,190,10.28
"BRF_GSA22",2014,195,3.14
"BRF_GSA22",2014,200,9.85
"BRF_GSA22",2014,205,7.87
"BRF_GSA22",2014,210,7.87
"BRF_GSA22",2014,215,4.32
"BRF_GSA22",2014,220,8
"BRF_GSA22",2014,225,5.25
"BRF_GSA22",2014,230,7.51
"BRF_GSA22",2014,235,6.27
"BRF_GSA22",2014,240,5.78
"BRF_GSA22",2014,245,4.17
"BRF_GSA22",2014,250,4.28
"BRF_GSA22",2014,255,2.61
"BRF_GSA22",2014,260,5.64
"BRF_GSA22",2014,265,2.26
"BRF_GSA22",2014,270,4.25
"BRF_GSA22",2014,275,2.7
"BRF_GSA22",2014,280,1.26
"BRF_GSA22",2014,285,0.74
"BRF_GSA22",2014,290,1.92
"BRF_GSA22",2014,295,0.35
"BRF_GSA22",2014,300,0.95
"BRF_GSA22",2014,305,0.57
"BRF_GSA22",2014,310,1.11
"BRF_GSA22",2014,315,0
"BRF_GSA22",2014,320,1.2
"BRF_GSA22",2014,325,0
"BRF_GSA22",2014,330,0
"BRF_GSA22",2014,335,0
"BRF_GSA22",2014,340,0.35
"BRF_GSA22",2014,345,0
"BRF_GSA22",2014,350,0
"BRF_GSA22",2014,355,0
"BRF_GSA22",2014,360,0
"BRF_GSA22",2014,365,0
"BRF_GSA22",2014,370,0
"BRF_GSA22",2014,375,0
"BRF_GSA22",2014,380,0
"BRF_GSA22",2014,385,0
"BRF_GSA22",2014,390,0
"BRF_GSA22",2014,395,0
"BRF_GSA22",2014,400,0
"BRF_GSA22",2014,405,0
"BRF_GSA22",2014,410,0
"BRF_GSA22",2014,415,0
"BRF_GSA22",2014,420,0
"BRF_GSA22",2014,425,0
"BRF_GSA22",2014,430,0
"BRF_GSA22",2014,435,0
"BRF_GSA22",2014,440,0
"BRF_GSA22",2014,445,0
"BRF_GSA22",2014,450,0
"BRF_GSA22",2014,455,0
"BRF_GSA22",2014,460,0
"BRF_GSA22",2014,465,0
"BRF_GSA22",2014,470,0
"BRF_GSA22",2014,475,0
"BRF_GSA22",2014,480,0
"BRF_GSA22",2014,485,0
"BRF_GSA22",2014,490,0
"BRF_GSA22",2014,495,0
"BRF_GSA22",2014,500,0
"BRF_GSA22",2014,505,0
"BRF_GSA22",2014,510,0
"BRF_GSA22",2014,515,0
"BRF_GSA22",2014,520,0
"BRF_GSA22",2014,525,0
"BRF_GSA22",2014,530,0
"BRF_GSA22",2014,535,0
"BRF_GSA22",2014,540,0
"BRF_GSA22",2014,545,0
"BRF_GSA22",2014,550,0
"BRF_GSA22",2014,555,0
"BRF_GSA22",2014,560,0
"BRF_GSA22",2014,565,0
"BRF_GSA22",2014,570,0
"BRF_GSA22",2016,30,0
"BRF_GSA22",2016,35,0
"BRF_GSA22",2016,40,0.44
"BRF_GSA22",2016,45,0.37
"BRF_GSA22",2016,50,0.22
"BRF_GSA22",2016,55,1.16
"BRF_GSA22",2016,60,0.18
"BRF_GSA22",2016,65,0.73
"BRF_GSA22",2016,70,3.42
"BRF_GSA22",2016,75,4.14
"BRF_GSA22",2016,80,4.76
"BRF_GSA22",2016,85,5.22
"BRF_GSA22",2016,90,9.89
"BRF_GSA22",2016,95,7.33
"BRF_GSA22",2016,100,9.2
"BRF_GSA22",2016,105,5.54
"BRF_GSA22",2016,110,4.67
"BRF_GSA22",2016,115,7.7
"BRF_GSA22",2016,120,8.23
"BRF_GSA22",2016,125,7.7
"BRF_GSA22",2016,130,9.48
"BRF_GSA22",2016,135,8.1
"BRF_GSA22",2016,140,13.4
"BRF_GSA22",2016,145,12.08
"BRF_GSA22",2016,150,12.01
"BRF_GSA22",2016,155,11.42
"BRF_GSA22",2016,160,14.97
"BRF_GSA22",2016,165,10.11
"BRF_GSA22",2016,170,11.44
"BRF_GSA22",2016,175,12.34
"BRF_GSA22",2016,180,7.1
"BRF_GSA22",2016,185,10.66
"BRF_GSA22",2016,190,7.68
"BRF_GSA22",2016,195,13.39
"BRF_GSA22",2016,200,6.62
"BRF_GSA22",2016,205,10.55
"BRF_GSA22",2016,210,9.59
"BRF_GSA22",2016,215,6.65
"BRF_GSA22",2016,220,9.56
"BRF_GSA22",2016,225,4.81
"BRF_GSA22",2016,230,6.49
"BRF_GSA22",2016,235,9.67
"BRF_GSA22",2016,240,4.86
"BRF_GSA22",2016,245,8.03
"BRF_GSA22",2016,250,6.41
"BRF_GSA22",2016,255,5.71
"BRF_GSA22",2016,260,4.9
"BRF_GSA22",2016,265,3.13
"BRF_GSA22",2016,270,2.11
"BRF_GSA22",2016,275,0.74
"BRF_GSA22",2016,280,2.3
"BRF_GSA22",2016,285,1.08
"BRF_GSA22",2016,290,2.98
"BRF_GSA22",2016,295,0
"BRF_GSA22",2016,300,0.37
"BRF_GSA22",2016,305,0
"BRF_GSA22",2016,310,0.37
"BRF_GSA22",2016,315,0.56
"BRF_GSA22",2016,320,0.2
"BRF_GSA22",2016,325,0
"BRF_GSA22",2016,330,0.2
"BRF_GSA22",2016,335,0
"BRF_GSA22",2016,340,0
"BRF_GSA22",2016,345,0
"BRF_GSA22",2016,350,0
"BRF_GSA22",2016,355,0
"BRF_GSA22",2016,360,0
"BRF_GSA22",2016,365,0.28
"BRF_GSA22",2016,370,0
"BRF_GSA22",2016,375,0
"BRF_GSA22",2016,380,0
"BRF_GSA22",2016,385,0
"BRF_GSA22",2016,390,0
"BRF_GSA22",2016,395,0
"BRF_GSA22",2016,400,0
"BRF_GSA22",2016,405,0
"BRF_GSA22",2016,410,0
"BRF_GSA22",2016,415,0
"BRF_GSA22",2016,420,0
"BRF_GSA22",2016,425,0
"BRF_GSA22",2016,430,0
"BRF_GSA22",2016,435,0
"BRF_GSA22",2016,440,0
"BRF_GSA22",2016,445,0
"BRF_GSA22",2016,450,0
"BRF_GSA22",2016,455,0
"BRF_GSA22",2016,460,0
"BRF_GSA22",2016,465,0
"BRF_GSA22",2016,470,0
"BRF_GSA22",2016,475,0
"BRF_GSA22",2016,480,0
"BRF_GSA22",2016,485,0
"BRF_GSA22",2016,490,0
"BRF_GSA22",2016,495,0
"BRF_GSA22",2016,500,0
"BRF_GSA22",2016,505,0
"BRF_GSA22",2016,510,0
"BRF_GSA22",2016,515,0
"BRF_GSA22",2016,520,0
"BRF_GSA22",2016,525,0
"BRF_GSA22",2016,530,0
"BRF_GSA22",2016,535,0
"BRF_GSA22",2016,540,0
"BRF_GSA22",2016,545,0
"BRF_GSA22",2016,550,0
"BRF_GSA22",2016,555,0
"BRF_GSA22",2016,560,0
"BRF_GSA22",2016,565,0
"BRF_GSA22",2016,570,0.42
"DPS_GSA22",1994,20,0
"DPS_GSA22",1994,30,0
"DPS_GSA22",1994,40,0
"DPS_GSA22",1994,50,0
"DPS_GSA22",1994,60,0
"DPS_GSA22",1994,70,0
"DPS_GSA22",1994,80,0.14
"DPS_GSA22",1994,90,0
"DPS_GSA22",1994,100,5.97
"DPS_GSA22",1994,110,0.28
"DPS_GSA22",1994,120,0.56
"DPS_GSA22",1994,130,0.56
"DPS_GSA22",1994,140,1.4
"DPS_GSA22",1994,150,0.7
"DPS_GSA22",1994,160,1.69
"DPS_GSA22",1994,170,1.13
"DPS_GSA22",1994,180,1.69
"DPS_GSA22",1994,190,0.29
"DPS_GSA22",1994,200,43.76
"DPS_GSA22",1994,210,1.26
"DPS_GSA22",1994,220,4.02
"DPS_GSA22",1994,230,3.76
"DPS_GSA22",1994,240,3.86
"DPS_GSA22",1994,250,5.44
"DPS_GSA22",1994,260,6.96
"DPS_GSA22",1994,270,4.44
"DPS_GSA22",1994,280,4.19
"DPS_GSA22",1994,290,3.7
"DPS_GSA22",1994,300,17.97
"DPS_GSA22",1994,310,1.4
"DPS_GSA22",1994,320,0.28
"DPS_GSA22",1994,330,0.84
"DPS_GSA22",1994,340,1.81
"DPS_GSA22",1994,350,0.84
"DPS_GSA22",1994,360,0.56
"DPS_GSA22",1994,370,0.4
"DPS_GSA22",1994,380,0
"DPS_GSA22",1994,390,0.14
"DPS_GSA22",1994,400,0.23
"DPS_GSA22",1994,410,0.12
"DPS_GSA22",1994,420,0
"DPS_GSA22",1994,430,0
"DPS_GSA22",1994,440,0
"DPS_GSA22",1994,450,0
"DPS_GSA22",1994,460,0
"DPS_GSA22",1994,470,0
"DPS_GSA22",1994,480,0
"DPS_GSA22",1994,490,0
"DPS_GSA22",1994,500,0
"DPS_GSA22",1994,510,0
"DPS_GSA22",1994,520,0
"DPS_GSA22",1994,530,0
"DPS_GSA22",1994,540,0
"DPS_GSA22",1994,550,0
"DPS_GSA22",1994,560,0
"DPS_GSA22",1994,570,0
"DPS_GSA22",1994,580,0
"DPS_GSA22",1994,590,0
"DPS_GSA22",1994,600,0
"DPS_GSA22",1994,610,0
"DPS_GSA22",1994,620,0
"DPS_GSA22",1994,630,0
"DPS_GSA22",1994,640,0
"DPS_GSA22",1995,20,0
"DPS_GSA22",1995,30,0
"DPS_GSA22",1995,40,0
"DPS_GSA22",1995,50,2.48
"DPS_GSA22",1995,60,0
"DPS_GSA22",1995,70,0
"DPS_GSA22",1995,80,0.1
"DPS_GSA22",1995,90,2.65
"DPS_GSA22",1995,100,39.21
"DPS_GSA22",1995,110,3.08
"DPS_GSA22",1995,120,8.93
"DPS_GSA22",1995,130,13.4
"DPS_GSA22",1995,140,22.95
"DPS_GSA22",1995,150,126.11
"DPS_GSA22",1995,160,25.86
"DPS_GSA22",1995,170,40.76
"DPS_GSA22",1995,180,32.5
"DPS_GSA22",1995,190,28
"DPS_GSA22",1995,200,209.61
"DPS_GSA22",1995,210,17.18
"DPS_GSA22",1995,220,20.71
"DPS_GSA22",1995,230,7.93
"DPS_GSA22",1995,240,7.43
"DPS_GSA22",1995,250,61.37
"DPS_GSA22",1995,260,8.76
"DPS_GSA22",1995,270,9.25
"DPS_GSA22",1995,280,7.28
"DPS_GSA22",1995,290,7.48
"DPS_GSA22",1995,300,13.76
"DPS_GSA22",1995,310,2.71
"DPS_GSA22",1995,320,3.57
"DPS_GSA22",1995,330,1.14
"DPS_GSA22",1995,340,1.2
"DPS_GSA22",1995,350,1.47
"DPS_GSA22",1995,360,1.09
"DPS_GSA22",1995,370,0
"DPS_GSA22",1995,380,0.36
"DPS_GSA22",1995,390,0.81
"DPS_GSA22",1995,400,0.29
"DPS_GSA22",1995,410,0
"DPS_GSA22",1995,420,0
"DPS_GSA22",1995,430,0
"DPS_GSA22",1995,440,0
"DPS_GSA22",1995,450,0
"DPS_GSA22",1995,460,0
"DPS_GSA22",1995,470,0
"DPS_GSA22",1995,480,0
"DPS_GSA22",1995,490,0
"DPS_GSA22",1995,500,0
"DPS_GSA22",1995,510,0
"DPS_GSA22",1995,520,0
"DPS_GSA22",1995,530,0
"DPS_GSA22",1995,540,0
"DPS_GSA22",1995,550,0
"DPS_GSA22",1995,560,0
"DPS_GSA22",1995,570,0
"DPS_GSA22",1995,580,0
"DPS_GSA22",1995,590,0
"DPS_GSA22",1995,600,0
"DPS_GSA22",1995,610,0
"DPS_GSA22",1995,620,0
"DPS_GSA22",1995,630,0
"DPS_GSA22",1995,640,0
"DPS_GSA22",1996,20,0.32
"DPS_GSA22",1996,30,0
"DPS_GSA22",1996,40,0.97
"DPS_GSA22",1996,50,1.29
"DPS_GSA22",1996,60,0.92
"DPS_GSA22",1996,70,5.38
"DPS_GSA22",1996,80,16.55
"DPS_GSA22",1996,90,29.69
"DPS_GSA22",1996,100,70.37
"DPS_GSA22",1996,110,72.74
"DPS_GSA22",1996,120,104.3
"DPS_GSA22",1996,130,95.59
"DPS_GSA22",1996,140,226.1
"DPS_GSA22",1996,150,342.33
"DPS_GSA22",1996,160,509.97
"DPS_GSA22",1996,170,331.53
"DPS_GSA22",1996,180,274.6
"DPS_GSA22",1996,190,285.73
"DPS_GSA22",1996,200,275.68
"DPS_GSA22",1996,210,334.05
"DPS_GSA22",1996,220,352.94
"DPS_GSA22",1996,230,493.65
"DPS_GSA22",1996,240,406.47
"DPS_GSA22",1996,250,429.16
"DPS_GSA22",1996,260,301.92
"DPS_GSA22",1996,270,260.78
"DPS_GSA22",1996,280,197.83
"DPS_GSA22",1996,290,137.27
"DPS_GSA22",1996,300,124.7
"DPS_GSA22",1996,310,100.07
"DPS_GSA22",1996,320,54.83
"DPS_GSA22",1996,330,34.34
"DPS_GSA22",1996,340,14.48
"DPS_GSA22",1996,350,20.99
"DPS_GSA22",1996,360,3.68
"DPS_GSA22",1996,370,1.64
"DPS_GSA22",1996,380,6.29
"DPS_GSA22",1996,390,0
"DPS_GSA22",1996,400,1.06
"DPS_GSA22",1996,410,0
"DPS_GSA22",1996,420,0
"DPS_GSA22",1996,430,0
"DPS_GSA22",1996,440,0
"DPS_GSA22",1996,450,0
"DPS_GSA22",1996,460,0
"DPS_GSA22",1996,470,0
"DPS_GSA22",1996,480,0
"DPS_GSA22",1996,490,0
"DPS_GSA22",1996,500,0
"DPS_GSA22",1996,510,0
"DPS_GSA22",1996,520,0
"DPS_GSA22",1996,530,0
"DPS_GSA22",1996,540,0
"DPS_GSA22",1996,550,0
"DPS_GSA22",1996,560,0
"DPS_GSA22",1996,570,0
"DPS_GSA22",1996,580,0
"DPS_GSA22",1996,590,0
"DPS_GSA22",1996,600,0
"DPS_GSA22",1996,610,0
"DPS_GSA22",1996,620,0
"DPS_GSA22",1996,630,0
"DPS_GSA22",1996,640,0
"DPS_GSA22",1996,20,0
"DPS_GSA22",1996,30,0
"DPS_GSA22",1996,40,0
"DPS_GSA22",1996,50,0
"DPS_GSA22",1996,60,0
"DPS_GSA22",1996,70,0
"DPS_GSA22",1997,80,5.25
"DPS_GSA22",1997,90,11.57
"DPS_GSA22",1997,100,15.24
"DPS_GSA22",1997,110,18.35
"DPS_GSA22",1997,120,36.31
"DPS_GSA22",1997,130,39.15
"DPS_GSA22",1997,140,50.11
"DPS_GSA22",1997,150,58.05
"DPS_GSA22",1997,160,74.11
"DPS_GSA22",1997,170,87.56
"DPS_GSA22",1997,180,95.38
"DPS_GSA22",1997,190,121.24
"DPS_GSA22",1997,200,221.78
"DPS_GSA22",1997,210,317.26
"DPS_GSA22",1997,220,302.79
"DPS_GSA22",1997,230,318.03
"DPS_GSA22",1997,240,384.47
"DPS_GSA22",1997,250,450.78
"DPS_GSA22",1997,260,386.5
"DPS_GSA22",1997,270,255.72
"DPS_GSA22",1997,280,200.45
"DPS_GSA22",1997,290,118.77
"DPS_GSA22",1997,300,86.1
"DPS_GSA22",1997,310,60.95
"DPS_GSA22",1997,320,96.44
"DPS_GSA22",1997,330,80.66
"DPS_GSA22",1997,340,54.21
"DPS_GSA22",1997,350,39.71
"DPS_GSA22",1997,360,22.08
"DPS_GSA22",1997,370,16.71
"DPS_GSA22",1997,380,6.65
"DPS_GSA22",1997,390,1.72
"DPS_GSA22",1997,400,2.08
"DPS_GSA22",1997,410,0
"DPS_GSA22",1997,420,0.19
"DPS_GSA22",1997,430,0
"DPS_GSA22",1997,440,0
"DPS_GSA22",1997,450,0
"DPS_GSA22",1997,460,0
"DPS_GSA22",1997,470,0.36
"DPS_GSA22",1997,480,0
"DPS_GSA22",1997,490,0
"DPS_GSA22",1997,500,0
"DPS_GSA22",1997,510,0
"DPS_GSA22",1997,520,0
"DPS_GSA22",1997,530,0
"DPS_GSA22",1997,540,0
"DPS_GSA22",1997,550,0
"DPS_GSA22",1997,560,0
"DPS_GSA22",1997,570,0
"DPS_GSA22",1997,580,0
"DPS_GSA22",1997,590,0
"DPS_GSA22",1997,600,0
"DPS_GSA22",1997,610,0
"DPS_GSA22",1997,620,0
"DPS_GSA22",1997,630,0
"DPS_GSA22",1997,640,0
"DPS_GSA22",1998,20,0
"DPS_GSA22",1998,30,0
"DPS_GSA22",1998,40,0
"DPS_GSA22",1998,50,0
"DPS_GSA22",1998,60,0
"DPS_GSA22",1998,70,1.16
"DPS_GSA22",1998,80,9.78
"DPS_GSA22",1998,90,1.58
"DPS_GSA22",1998,100,19.1
"DPS_GSA22",1998,110,32.7
"DPS_GSA22",1998,120,37.4
"DPS_GSA22",1998,130,75.76
"DPS_GSA22",1998,140,155.68
"DPS_GSA22",1998,150,148.81
"DPS_GSA22",1998,160,116.75
"DPS_GSA22",1998,170,76.39
"DPS_GSA22",1998,180,106.08
"DPS_GSA22",1998,190,189.74
"DPS_GSA22",1998,200,287.66
"DPS_GSA22",1998,210,398.01
"DPS_GSA22",1998,220,386.14
"DPS_GSA22",1998,230,359.68
"DPS_GSA22",1998,240,427.9
"DPS_GSA22",1998,250,360.84
"DPS_GSA22",1998,260,319.01
"DPS_GSA22",1998,270,233.02
"DPS_GSA22",1998,280,149.73
"DPS_GSA22",1998,290,128.29
"DPS_GSA22",1998,300,115.74
"DPS_GSA22",1998,310,88.89
"DPS_GSA22",1998,320,122.42
"DPS_GSA22",1998,330,61.18
"DPS_GSA22",1998,340,36.47
"DPS_GSA22",1998,350,33.08
"DPS_GSA22",1998,360,36.49
"DPS_GSA22",1998,370,22.24
"DPS_GSA22",1998,380,14.97
"DPS_GSA22",1998,390,5.9
"DPS_GSA22",1998,400,1.1
"DPS_GSA22",1998,410,0.3
"DPS_GSA22",1998,420,0
"DPS_GSA22",1998,430,0.75
"DPS_GSA22",1998,440,0
"DPS_GSA22",1998,450,0
"DPS_GSA22",1998,460,0
"DPS_GSA22",1998,470,0
"DPS_GSA22",1998,480,0
"DPS_GSA22",1998,490,0
"DPS_GSA22",1998,500,0
"DPS_GSA22",1998,510,0
"DPS_GSA22",1998,520,0
"DPS_GSA22",1998,530,0
"DPS_GSA22",1998,540,0
"DPS_GSA22",1998,550,0
"DPS_GSA22",1998,560,0
"DPS_GSA22",1998,570,0
"DPS_GSA22",1998,580,0
"DPS_GSA22",1998,590,0
"DPS_GSA22",1998,600,0
"DPS_GSA22",1998,610,0
"DPS_GSA22",1998,620,0
"DPS_GSA22",1998,630,0
"DPS_GSA22",1998,640,0
"DPS_GSA22",1998,20,0
"DPS_GSA22",1998,30,0
"DPS_GSA22",1998,40,0
"DPS_GSA22",1998,50,0
"DPS_GSA22",1999,60,0.3
"DPS_GSA22",1999,70,2.93
"DPS_GSA22",1999,80,9.68
"DPS_GSA22",1999,90,27.85
"DPS_GSA22",1999,100,57.38
"DPS_GSA22",1999,110,62.31
"DPS_GSA22",1999,120,101.45
"DPS_GSA22",1999,130,113.83
"DPS_GSA22",1999,140,176.06
"DPS_GSA22",1999,150,213.48
"DPS_GSA22",1999,160,377.94
"DPS_GSA22",1999,170,526.83
"DPS_GSA22",1999,180,422.96
"DPS_GSA22",1999,190,437.3
"DPS_GSA22",1999,200,446.53
"DPS_GSA22",1999,210,712.51
"DPS_GSA22",1999,220,659.71
"DPS_GSA22",1999,230,578.56
"DPS_GSA22",1999,240,441.24
"DPS_GSA22",1999,250,217.14
"DPS_GSA22",1999,260,248.57
"DPS_GSA22",1999,270,277.04
"DPS_GSA22",1999,280,219.93
"DPS_GSA22",1999,290,203.94
"DPS_GSA22",1999,300,114.42
"DPS_GSA22",1999,310,108.45
"DPS_GSA22",1999,320,40.69
"DPS_GSA22",1999,330,52.84
"DPS_GSA22",1999,340,26.56
"DPS_GSA22",1999,350,47.69
"DPS_GSA22",1999,360,23.04
"DPS_GSA22",1999,370,14.2
"DPS_GSA22",1999,380,3.49
"DPS_GSA22",1999,390,0.15
"DPS_GSA22",1999,400,1.93
"DPS_GSA22",1999,410,0
"DPS_GSA22",1999,420,0
"DPS_GSA22",1999,430,0
"DPS_GSA22",1999,440,0
"DPS_GSA22",1999,450,0
"DPS_GSA22",1999,460,0
"DPS_GSA22",1999,470,0
"DPS_GSA22",1999,480,0
"DPS_GSA22",1999,490,0
"DPS_GSA22",1999,500,0
"DPS_GSA22",1999,510,0
"DPS_GSA22",1999,520,0
"DPS_GSA22",1999,530,0
"DPS_GSA22",1999,540,0
"DPS_GSA22",1999,550,0
"DPS_GSA22",1999,560,0
"DPS_GSA22",1999,570,0
"DPS_GSA22",1999,580,0
"DPS_GSA22",1999,590,0
"DPS_GSA22",1999,600,0
"DPS_GSA22",1999,610,0
"DPS_GSA22",1999,620,0
"DPS_GSA22",1999,630,0
"DPS_GSA22",1999,640,0
"DPS_GSA22",2000,20,0
"DPS_GSA22",2000,30,0
"DPS_GSA22",2000,40,0
"DPS_GSA22",2000,50,0
"DPS_GSA22",2000,60,1.12
"DPS_GSA22",2000,70,3.68
"DPS_GSA22",2000,80,11.94
"DPS_GSA22",2000,90,23.14
"DPS_GSA22",2000,100,130.97
"DPS_GSA22",2000,110,176.79
"DPS_GSA22",2000,120,464.74
"DPS_GSA22",2000,130,532.79
"DPS_GSA22",2000,140,340.44
"DPS_GSA22",2000,150,461.76
"DPS_GSA22",2000,160,437.99
"DPS_GSA22",2000,170,246.93
"DPS_GSA22",2000,180,269.68
"DPS_GSA22",2000,190,334.83
"DPS_GSA22",2000,200,525.64
"DPS_GSA22",2000,210,485.37
"DPS_GSA22",2000,220,444.98
"DPS_GSA22",2000,230,445.75
"DPS_GSA22",2000,240,412.62
"DPS_GSA22",2000,250,304.22
"DPS_GSA22",2000,260,355.03
"DPS_GSA22",2000,270,253.92
"DPS_GSA22",2000,280,240.94
"DPS_GSA22",2000,290,174.89
"DPS_GSA22",2000,300,135.87
"DPS_GSA22",2000,310,70.8
"DPS_GSA22",2000,320,65.45
"DPS_GSA22",2000,330,34.69
"DPS_GSA22",2000,340,17.11
"DPS_GSA22",2000,350,7.17
"DPS_GSA22",2000,360,10.58
"DPS_GSA22",2000,370,2.31
"DPS_GSA22",2000,380,1.88
"DPS_GSA22",2000,390,1.61
"DPS_GSA22",2000,400,1.78
"DPS_GSA22",2000,410,0
"DPS_GSA22",2000,420,0
"DPS_GSA22",2000,430,0
"DPS_GSA22",2000,440,0
"DPS_GSA22",2000,450,0
"DPS_GSA22",2000,460,0
"DPS_GSA22",2000,470,0
"DPS_GSA22",2000,480,0
"DPS_GSA22",2000,490,0
"DPS_GSA22",2000,500,0
"DPS_GSA22",2000,510,0
"DPS_GSA22",2000,520,0
"DPS_GSA22",2000,530,0
"DPS_GSA22",2000,540,0
"DPS_GSA22",2000,550,0
"DPS_GSA22",2000,560,0
"DPS_GSA22",2000,570,0
"DPS_GSA22",2000,580,0
"DPS_GSA22",2000,590,0
"DPS_GSA22",2000,600,0
"DPS_GSA22",2000,610,0
"DPS_GSA22",2000,620,0
"DPS_GSA22",2000,630,0
"DPS_GSA22",2000,640,0
"DPS_GSA22",2001,20,1.24
"DPS_GSA22",2001,30,0.31
"DPS_GSA22",2001,40,0
"DPS_GSA22",2001,50,7.46
"DPS_GSA22",2001,60,0
"DPS_GSA22",2001,70,2.84
"DPS_GSA22",2001,80,5.33
"DPS_GSA22",2001,90,18.57
"DPS_GSA22",2001,100,29.23
"DPS_GSA22",2001,110,49.29
"DPS_GSA22",2001,120,40.26
"DPS_GSA22",2001,130,53.12
"DPS_GSA22",2001,140,21.39
"DPS_GSA22",2001,150,229.77
"DPS_GSA22",2001,160,37.77
"DPS_GSA22",2001,170,78.06
"DPS_GSA22",2001,180,221.29
"DPS_GSA22",2001,190,348.56
"DPS_GSA22",2001,200,481.58
"DPS_GSA22",2001,210,322.35
"DPS_GSA22",2001,220,378.48
"DPS_GSA22",2001,230,253.01
"DPS_GSA22",2001,240,96.82
"DPS_GSA22",2001,250,1041.99
"DPS_GSA22",2001,260,65.77
"DPS_GSA22",2001,270,113.55
"DPS_GSA22",2001,280,94.76
"DPS_GSA22",2001,290,135.09
"DPS_GSA22",2001,300,146.4
"DPS_GSA22",2001,310,109.67
"DPS_GSA22",2001,320,57.47
"DPS_GSA22",2001,330,36.43
"DPS_GSA22",2001,340,0
"DPS_GSA22",2001,350,72.36
"DPS_GSA22",2001,360,0
"DPS_GSA22",2001,370,4.41
"DPS_GSA22",2001,380,0.84
"DPS_GSA22",2001,390,0.96
"DPS_GSA22",2001,400,9.34
"DPS_GSA22",2001,410,0
"DPS_GSA22",2001,420,0
"DPS_GSA22",2001,430,0
"DPS_GSA22",2001,440,0
"DPS_GSA22",2001,450,0
"DPS_GSA22",2001,460,0
"DPS_GSA22",2001,470,0
"DPS_GSA22",2001,480,0
"DPS_GSA22",2001,490,0
"DPS_GSA22",2001,500,0
"DPS_GSA22",2001,510,0
"DPS_GSA22",2001,520,0
"DPS_GSA22",2001,530,0
"DPS_GSA22",2001,540,0
"DPS_GSA22",2001,550,0
"DPS_GSA22",2001,560,0
"DPS_GSA22",2001,570,0
"DPS_GSA22",2001,580,0
"DPS_GSA22",2001,590,0
"DPS_GSA22",2001,600,0
"DPS_GSA22",2001,610,0
"DPS_GSA22",2001,620,0
"DPS_GSA22",2001,630,0
"DPS_GSA22",2001,640,0
"DPS_GSA22",2003,20,0
"DPS_GSA22",2003,30,0
"DPS_GSA22",2003,40,0
"DPS_GSA22",2003,50,0.81
"DPS_GSA22",2003,60,1.97
"DPS_GSA22",2003,70,2.07
"DPS_GSA22",2003,80,6.34
"DPS_GSA22",2003,90,37.15
"DPS_GSA22",2003,100,79.02
"DPS_GSA22",2003,110,111.31
"DPS_GSA22",2003,120,115.77
"DPS_GSA22",2003,130,218.9
"DPS_GSA22",2003,140,362.4
"DPS_GSA22",2003,150,452.37
"DPS_GSA22",2003,160,411.79
"DPS_GSA22",2003,170,459.91
"DPS_GSA22",2003,180,380.86
"DPS_GSA22",2003,190,392.97
"DPS_GSA22",2003,200,334.86
"DPS_GSA22",2003,210,492.12
"DPS_GSA22",2003,220,407.92
"DPS_GSA22",2003,230,401.08
"DPS_GSA22",2003,240,424.02
"DPS_GSA22",2003,250,315.2
"DPS_GSA22",2003,260,213.71
"DPS_GSA22",2003,270,321.21
"DPS_GSA22",2003,280,189.4
"DPS_GSA22",2003,290,134.99
"DPS_GSA22",2003,300,107.42
"DPS_GSA22",2003,310,68.5
"DPS_GSA22",2003,320,80.39
"DPS_GSA22",2003,330,20.6
"DPS_GSA22",2003,340,17.96
"DPS_GSA22",2003,350,21.33
"DPS_GSA22",2003,360,4.78
"DPS_GSA22",2003,370,4.35
"DPS_GSA22",2003,380,2.66
"DPS_GSA22",2003,390,0.64
"DPS_GSA22",2003,400,0.15
"DPS_GSA22",2003,410,1.27
"DPS_GSA22",2003,420,0
"DPS_GSA22",2003,430,0
"DPS_GSA22",2003,440,0
"DPS_GSA22",2003,450,0
"DPS_GSA22",2003,460,0
"DPS_GSA22",2003,470,0
"DPS_GSA22",2003,480,0
"DPS_GSA22",2003,490,0
"DPS_GSA22",2003,500,0
"DPS_GSA22",2003,510,0
"DPS_GSA22",2003,520,0
"DPS_GSA22",2003,530,0
"DPS_GSA22",2003,540,0
"DPS_GSA22",2003,550,0
"DPS_GSA22",2003,560,0
"DPS_GSA22",2003,570,0
